"lot","lat","time","sst"
"202","6","204.5","0.324874877929688"
"202","6","205.5","0.0414390563964844"
"202","6","206.5","-0.137413024902344"
"202","6","207.5","-0.0134410858154297"
"202","6","208.5","-0.137304306030273"
"202","6","209.5","-0.101015090942383"
"202","6","210.5","0.329923629760742"
"202","6","211.5","0.255672454833984"
"202","6","212.5","0.336273193359375"
"202","6","213.5","0.576143264770508"
"202","6","214.5","0.458621978759766"
"202","6","215.5","0.806001663208008"
"202","6","216.5","0.856422424316406"
"202","6","217.5","0.434972763061523"
"202","6","218.5","0.0859165191650391"
"202","6","219.5","-0.393939971923828"
"202","6","220.5","-0.0750846862792969"
"202","6","221.5","-0.0811920166015625"
"202","6","222.5","-0.194023132324219"
"202","6","223.5","-0.335590362548828"
"202","6","224.5","-0.297025680541992"
"202","6","225.5","-0.259319305419922"
"202","6","226.5","0.0807647705078125"
"202","6","227.5","0.238925933837891"
"202","6","228.5","0.338136672973633"
"202","6","229.5","0.0370864868164062"
"202","6","230.5","-0.0610103607177734"
"202","6","231.5","0.0831451416015625"
"202","6","232.5","-0.102390289306641"
"202","6","233.5","0.0445194244384766"
"202","6","234.5","-0.0606842041015625"
"202","6","235.5","-0.0302238464355469"
"202","6","236.5","0.0956325531005859"
"202","6","237.5","0.214323043823242"
"202","6","238.5","0.375349044799805"
"202","6","239.5","0.440605163574219"
"202","6","240.5","0.565223693847656"
"202","6","241.5","0.491718292236328"
"202","6","242.5","0.299093246459961"
"202","6","243.5","0.299917221069336"
"202","6","244.5","0.467216491699219"
"202","6","245.5","0.431982040405273"
"202","6","246.5","0.444374084472656"
"202","6","247.5","-0.0725975036621094"
"202","6","248.5","0.0576896667480469"
"202","6","249.5","0.0883808135986328"
"202","6","250.5","0.0490093231201172"
"202","6","251.5","0.178432464599609"
"202","6","252.5","0.004608154296875"
"202","6","253.5","-0.132421493530273"
"202","6","254.5","-0.14988899230957"
"202","6","255.5","-0.256534576416016"
"202","6","256.5","-0.309295654296875"
"202","6","257.5","-0.180316925048828"
"202","6","258.5","-0.333480834960938"
"202","6","259.5","-0.338565826416016"
"202","6","260.5","-0.252273559570312"
"202","6","261.5","-0.137889862060547"
"202","6","262.5","0.0555076599121094"
"202","6","263.5","0.168073654174805"
"202","6","264.5","0.291929244995117"
"202","6","265.5","-0.0210628509521484"
"202","6","266.5","0.334854125976562"
"202","6","267.5","0.688831329345703"
"202","6","268.5","0.683164596557617"
"202","6","269.5","0.914827346801758"
"202","6","270.5","0.671243667602539"
"202","6","271.5","0.818401336669922"
"202","6","272.5","0.743255615234375"
"202","6","273.5","1.14834403991699"
"202","6","274.5","1.04563522338867"
"202","6","275.5","0.927875518798828"
"202","6","276.5","0.731792449951172"
"202","6","277.5","0.657917022705078"
"202","6","278.5","0.678628921508789"
"202","6","279.5","0.382364273071289"
"202","6","280.5","0.46458625793457"
"202","6","281.5","0.398239135742188"
"202","6","282.5","0.066925048828125"
"202","6","283.5","-0.207130432128906"
"202","6","284.5","-0.468761444091797"
"202","6","285.5","-0.62775993347168"
"202","6","286.5","-0.750967025756836"
"202","6","287.5","-0.691879272460938"
"202","6","288.5","-0.668386459350586"
"202","6","289.5","-0.584527969360352"
"202","6","290.5","-0.70051383972168"
"202","6","291.5","-0.811338424682617"
"202","6","292.5","-0.703826904296875"
"202","6","293.5","-0.727783203125"
"202","6","294.5","-0.508695602416992"
"202","6","295.5","-0.442739486694336"
"202","6","296.5","-0.399524688720703"
"202","6","297.5","-0.618148803710938"
"202","6","298.5","-0.759098052978516"
