"lot","lat","time","sst"
"144","20","104.5","-0.782180786132812"
"144","20","105.5","-0.372049331665039"
"144","20","106.5","-0.385721206665039"
"144","20","107.5","-0.706382751464844"
"144","20","108.5","-0.463666915893555"
"144","20","109.5","-0.166471481323242"
"144","20","110.5","0.126741409301758"
"144","20","111.5","0.0285224914550781"
"144","20","112.5","-0.0773601531982422"
"144","20","113.5","-0.104024887084961"
"144","20","114.5","-0.0232219696044922"
"144","20","115.5","0.489763259887695"
"144","20","116.5","0.34193229675293"
"144","20","117.5","0.0446968078613281"
"144","20","118.5","0.186454772949219"
"144","20","119.5","0.345142364501953"
"144","20","120.5","0.481100082397461"
"144","20","121.5","0.472822189331055"
"144","20","122.5","0.545877456665039"
"144","20","123.5","0.325000762939453"
"144","20","124.5","0.346168518066406"
"144","20","125.5","0.141119003295898"
"144","20","126.5","0.38139533996582"
"144","20","127.5","0.277841567993164"
"144","20","128.5","0.0327701568603516"
"144","20","129.5","-0.0745143890380859"
"144","20","130.5","-0.0905838012695312"
"144","20","131.5","-0.228292465209961"
"144","20","132.5","-0.441560745239258"
"144","20","133.5","-0.405027389526367"
"144","20","134.5","-0.365875244140625"
"144","20","135.5","-0.250972747802734"
"144","20","136.5","-0.502223968505859"
"144","20","137.5","0.232809066772461"
"144","20","138.5","-0.138193130493164"
"144","20","139.5","-0.559087753295898"
"144","20","140.5","-0.190025329589844"
"144","20","141.5","-0.204343795776367"
"144","20","142.5","0.112239837646484"
"144","20","143.5","0.0519065856933594"
"144","20","144.5","0.0899696350097656"
"144","20","145.5","-0.101873397827148"
"144","20","146.5","-0.587856292724609"
"144","20","147.5","-1.13054275512695"
"144","20","148.5","-0.631668090820312"
"144","20","149.5","-0.320426940917969"
"144","20","150.5","-1.29926109313965"
"144","20","151.5","-1.03412818908691"
"144","20","152.5","-0.0487575531005859"
"144","20","153.5","-0.537450790405273"
"144","20","154.5","-0.685535430908203"
"144","20","155.5","-0.364349365234375"
"144","20","156.5","0.0824546813964844"
"144","20","157.5","0.214668273925781"
"144","20","158.5","0.0212230682373047"
"144","20","159.5","0.298084259033203"
"144","20","160.5","-0.0617637634277344"
"144","20","161.5","-0.404277801513672"
"144","20","162.5","-0.506668090820312"
"144","20","163.5","0.00871658325195312"
"144","20","164.5","0.147516250610352"
"144","20","165.5","0.0579643249511719"
"144","20","166.5","0.00820350646972656"
"144","20","167.5","0.123693466186523"
"144","20","168.5","-0.461265563964844"
"144","20","169.5","-0.0808124542236328"
"144","20","170.5","-0.407474517822266"
"144","20","171.5","-0.451919555664062"
"144","20","172.5","-0.545873641967773"
"144","20","173.5","-0.0690822601318359"
"144","20","174.5","-0.224912643432617"
"144","20","175.5","-0.641044616699219"
"144","20","176.5","-0.542793273925781"
"144","20","177.5","0.0680923461914062"
"144","20","178.5","0.256584167480469"
"144","20","179.5","0.209720611572266"
"144","20","180.5","-0.00589752197265625"
"144","20","181.5","-0.359222412109375"
"144","20","182.5","0.00322723388671875"
"144","20","183.5","-0.0469570159912109"
"144","20","184.5","0.276067733764648"
"144","20","185.5","0.647441864013672"
"144","20","186.5","0.0430431365966797"
"144","20","187.5","-0.606491088867188"
"144","20","188.5","-0.75279426574707"
"144","20","189.5","-0.290159225463867"
"144","20","190.5","-0.260822296142578"
"144","20","191.5","-0.170991897583008"
"144","20","192.5","-0.210649490356445"
"144","20","193.5","-0.269254684448242"
"144","20","194.5","0.0316371917724609"
"144","20","195.5","0.205863952636719"
"144","20","196.5","-0.434934616088867"
"144","20","197.5","-0.571161270141602"
"144","20","198.5","-0.838474273681641"
"144","20","199.5","-0.335142135620117"
"144","20","200.5","-0.0590248107910156"
"144","20","201.5","0.0883140563964844"
"144","20","202.5","0.182491302490234"
"144","20","203.5","0.439489364624023"
"144","20","204.5","0.473672866821289"
"144","20","205.5","0.268251419067383"
"144","20","206.5","0.281261444091797"
"144","20","207.5","0.03729248046875"
"144","20","208.5","-0.261249542236328"
"144","20","209.5","-0.267660140991211"
"144","20","210.5","-0.23529052734375"
"144","20","211.5","0.0891895294189453"
"144","20","212.5","-0.341333389282227"
"144","20","213.5","-0.5986328125"
"144","20","214.5","-0.578027725219727"
"144","20","215.5","-0.510782241821289"
"144","20","216.5","-0.248603820800781"
"144","20","217.5","-0.347412109375"
"144","20","218.5","-0.0271816253662109"
"144","20","219.5","-0.173803329467773"
"144","20","220.5","0.286249160766602"
"144","20","221.5","-0.152355194091797"
"144","20","222.5","-0.82505989074707"
"144","20","223.5","-0.771553039550781"
"144","20","224.5","-0.0334224700927734"
"144","20","225.5","0.0998134613037109"
"144","20","226.5","-0.130081176757812"
"144","20","227.5","0.123237609863281"
"144","20","228.5","-0.160270690917969"
"144","20","229.5","0.178606033325195"
"144","20","230.5","-0.00609588623046875"
"144","20","231.5","-0.193120956420898"
"144","20","232.5","-0.17369270324707"
"144","20","233.5","-0.676446914672852"
"144","20","234.5","-0.109115600585938"
"144","20","235.5","0.183067321777344"
"144","20","236.5","0.218544006347656"
"144","20","237.5","-0.192478179931641"
"144","20","238.5","0.0186042785644531"
"144","20","239.5","-0.31292724609375"
"144","20","240.5","-0.466875076293945"
"144","20","241.5","-0.545526504516602"
"144","20","242.5","-0.295249938964844"
"144","20","243.5","-0.41252326965332"
"144","20","244.5","-0.403522491455078"
"144","20","245.5","-0.0636138916015625"
"144","20","246.5","0.482755661010742"
"144","20","247.5","0.922204971313477"
"144","20","248.5","0.8856201171875"
"144","20","249.5","-0.114625930786133"
"144","20","250.5","0.505062103271484"
"144","20","251.5","0.30482292175293"
"144","20","252.5","-0.0231952667236328"
"144","20","253.5","0.298431396484375"
"144","20","254.5","0.326639175415039"
"144","20","255.5","0.628803253173828"
"144","20","256.5","0.710290908813477"
"144","20","257.5","0.589622497558594"
"144","20","258.5","0.512725830078125"
"144","20","259.5","0.123186111450195"
"144","20","260.5","0.141494750976562"
"144","20","261.5","0.264623641967773"
"144","20","262.5","0.112886428833008"
"144","20","263.5","-0.0129356384277344"
"144","20","264.5","0.193716049194336"
"144","20","265.5","0.0113544464111328"
"144","20","266.5","0.258193969726562"
"144","20","267.5","-0.465385437011719"
"144","20","268.5","-0.26310920715332"
"144","20","269.5","-0.245534896850586"
"144","20","270.5","-0.435600280761719"
"144","20","271.5","-0.245769500732422"
"144","20","272.5","-0.31873893737793"
"144","20","273.5","-0.10529899597168"
"144","20","274.5","-0.621700286865234"
"144","20","275.5","-0.179531097412109"
"144","20","276.5","0.0945491790771484"
"144","20","277.5","0.187671661376953"
"144","20","278.5","0.298162460327148"
"144","20","279.5","0.190271377563477"
"144","20","280.5","-0.360176086425781"
"144","20","281.5","-0.492574691772461"
"144","20","282.5","0.0573291778564453"
"144","20","283.5","-0.13511848449707"
"144","20","284.5","0.459247589111328"
"144","20","285.5","0.452947616577148"
"144","20","286.5","0.194683074951172"
"144","20","287.5","0.16749382019043"
"144","20","288.5","-0.121616363525391"
"144","20","289.5","0.131471633911133"
"144","20","290.5","0.0710372924804688"
"144","20","291.5","0.153953552246094"
"144","20","292.5","0.284379959106445"
"144","20","293.5","-0.270915985107422"
"144","20","294.5","-0.605619430541992"
"144","20","295.5","-0.267812728881836"
"144","20","296.5","0.602691650390625"
"144","20","297.5","-0.0126895904541016"
"144","20","298.5","-0.413263320922852"
"144","20","299.5","-0.228399276733398"
"144","20","300.5","0.153366088867188"
"144","20","301.5","-0.0739040374755859"
"144","20","302.5","0.372467041015625"
"144","20","303.5","0.0834293365478516"
"144","20","304.5","-0.419300079345703"
"144","20","305.5","-0.539762496948242"
"144","20","306.5","0.155330657958984"
"144","20","307.5","-0.294416427612305"
"144","20","308.5","-0.114267349243164"
"144","20","309.5","0.0897960662841797"
"144","20","310.5","0.0149993896484375"
"144","20","311.5","0.172977447509766"
"144","20","312.5","0.111904144287109"
"144","20","313.5","-0.111417770385742"
"144","20","314.5","-0.144245147705078"
"144","20","315.5","0.0631790161132812"
"144","20","316.5","0.0641803741455078"
"144","20","317.5","-0.101474761962891"
"144","20","318.5","0.11817741394043"
"144","20","319.5","-0.533483505249023"
"144","20","320.5","-0.679689407348633"
"144","20","321.5","-0.636201858520508"
"144","20","322.5","-0.343679428100586"
"144","20","323.5","0.0328121185302734"
"144","20","324.5","0.0195789337158203"
"144","20","325.5","0.0308017730712891"
"144","20","326.5","0.326879501342773"
"144","20","327.5","0.432794570922852"
"144","20","328.5","0.165510177612305"
"144","20","329.5","-0.0783348083496094"
"144","20","330.5","-0.137855529785156"
"144","20","331.5","0.184717178344727"
"144","20","332.5","0.0972156524658203"
"144","20","333.5","-0.142101287841797"
"144","20","334.5","0.255914688110352"
"144","20","335.5","0.564626693725586"
"144","20","336.5","0.679786682128906"
"144","20","337.5","0.586763381958008"
"144","20","338.5","1.10636520385742"
"144","20","339.5","0.567628860473633"
"144","20","340.5","0.593793869018555"
"144","20","341.5","-0.01104736328125"
"144","20","342.5","-0.18736457824707"
"144","20","343.5","0.0869274139404297"
"144","20","344.5","0.495113372802734"
"144","20","345.5","0.637334823608398"
"144","20","346.5","0.385951995849609"
"144","20","347.5","0.61204719543457"
"144","20","348.5","0.804241180419922"
"144","20","349.5","0.815372467041016"
"144","20","350.5","0.197347640991211"
"144","20","351.5","0.603231430053711"
"144","20","352.5","0.819059371948242"
"144","20","353.5","0.588159561157227"
"144","20","354.5","0.432796478271484"
"144","20","355.5","-0.435209274291992"
"144","20","356.5","-0.255863189697266"
"144","20","357.5","-0.323751449584961"
"144","20","358.5","-0.5341796875"
"144","20","359.5","-0.260198593139648"
"144","20","360.5","-0.277271270751953"
"144","20","361.5","0.109619140625"
"144","20","362.5","-0.0765571594238281"
"144","20","363.5","-0.448089599609375"
"144","20","364.5","-0.361665725708008"
"144","20","365.5","-0.444974899291992"
"144","20","366.5","0.232696533203125"
"144","20","367.5","0.0193843841552734"
"144","20","368.5","-0.585441589355469"
"144","20","369.5","0.009857177734375"
"144","20","370.5","-0.290386199951172"
"144","20","371.5","-0.336254119873047"
"144","20","372.5","-0.526123046875"
"144","20","373.5","-0.587108612060547"
"144","20","374.5","-0.278896331787109"
"144","20","375.5","0.325048446655273"
"144","20","376.5","-0.246658325195312"
"144","20","377.5","0.0891227722167969"
"144","20","378.5","0.679187774658203"
"144","20","379.5","0.586528778076172"
"144","20","380.5","-0.202547073364258"
"144","20","381.5","-0.444427490234375"
"144","20","382.5","-0.31214714050293"
"144","20","383.5","-0.420196533203125"
"144","20","384.5","0.00730133056640625"
"144","20","385.5","0.214269638061523"
"144","20","386.5","0.403240203857422"
"144","20","387.5","0.403535842895508"
"144","20","388.5","-0.184343338012695"
"144","20","389.5","-0.37982177734375"
"144","20","390.5","0.137563705444336"
"144","20","391.5","0.0802497863769531"
"144","20","392.5","-0.477622985839844"
"144","20","393.5","-0.165609359741211"
"144","20","394.5","-0.603532791137695"
"144","20","395.5","-0.870153427124023"
"144","20","396.5","-0.570465087890625"
"144","20","397.5","-0.606777191162109"
"144","20","398.5","-0.755502700805664"
"144","20","399.5","-0.777284622192383"
"144","20","400.5","-0.0902290344238281"
"144","20","401.5","0.20869255065918"
"144","20","402.5","0.0971355438232422"
"144","20","403.5","0.138141632080078"
"144","20","404.5","0.0885391235351562"
"144","20","405.5","-0.260610580444336"
"144","20","406.5","-0.463743209838867"
"144","20","407.5","-0.331716537475586"
"144","20","408.5","-0.0172805786132812"
"144","20","409.5","-0.0994167327880859"
"144","20","410.5","-0.0837135314941406"
"144","20","411.5","-0.242216110229492"
"144","20","412.5","0.145721435546875"
"144","20","413.5","0.497550964355469"
"144","20","414.5","0.397859573364258"
"144","20","415.5","0.125415802001953"
"144","20","416.5","0.593912124633789"
"144","20","417.5","0.229469299316406"
"144","20","418.5","-0.53101921081543"
"144","20","419.5","-0.558605194091797"
"144","20","420.5","-0.207733154296875"
"144","20","421.5","-0.275093078613281"
"144","20","422.5","-0.307697296142578"
"144","20","423.5","-0.0043487548828125"
"144","20","424.5","0.108388900756836"
"144","20","425.5","0.0398063659667969"
"144","20","426.5","0.187938690185547"
"144","20","427.5","0.886043548583984"
"144","20","428.5","0.403924942016602"
"144","20","429.5","0.499738693237305"
"144","20","430.5","0.518558502197266"
"144","20","431.5","-0.0533676147460938"
"144","20","432.5","0.00447845458984375"
"144","20","433.5","-0.0422821044921875"
"144","20","434.5","0.11113166809082"
"144","20","435.5","-0.284902572631836"
"144","20","436.5","0.271591186523438"
"144","20","437.5","0.643182754516602"
"144","20","438.5","0.0323581695556641"
"144","20","439.5","0.220434188842773"
"144","20","440.5","-0.0944576263427734"
"144","20","441.5","-0.192354202270508"
"144","20","442.5","-0.251674652099609"
"144","20","443.5","-0.327407836914062"
"144","20","444.5","-0.366703033447266"
"144","20","445.5","-0.258180618286133"
"144","20","446.5","-0.241273880004883"
"144","20","447.5","-0.0870590209960938"
"144","20","448.5","-0.124792098999023"
"144","20","449.5","0.150014877319336"
"144","20","450.5","0.444660186767578"
"144","20","451.5","0.247198104858398"
"144","20","452.5","-0.1517333984375"
"144","20","453.5","0.379648208618164"
"144","20","454.5","-0.353727340698242"
"144","20","455.5","0.0149974822998047"
"144","20","456.5","0.380046844482422"
"144","20","457.5","0.988388061523438"
"144","20","458.5","0.45372200012207"
"144","20","459.5","0.663787841796875"
"144","20","460.5","0.543588638305664"
"144","20","461.5","0.573480606079102"
"144","20","462.5","0.401897430419922"
"144","20","463.5","0.590227127075195"
"144","20","464.5","0.245986938476562"
"144","20","465.5","0.344402313232422"
"144","20","466.5","0.913522720336914"
"144","20","467.5","0.927085876464844"
"144","20","468.5","0.607809066772461"
"144","20","469.5","0.860454559326172"
"144","20","470.5","1.13772773742676"
"144","20","471.5","1.25384712219238"
"144","20","472.5","0.882200241088867"
"144","20","473.5","0.740575790405273"
"144","20","474.5","0.47906494140625"
"144","20","475.5","0.310781478881836"
"144","20","476.5","0.58087158203125"
"144","20","477.5","0.498767852783203"
"144","20","478.5","0.727266311645508"
"144","20","479.5","0.523330688476562"
"144","20","480.5","0.291093826293945"
"144","20","481.5","0.197843551635742"
"144","20","482.5","0.445882797241211"
"144","20","483.5","0.785678863525391"
"144","20","484.5","0.333738327026367"
"144","20","485.5","0.527292251586914"
"144","20","486.5","-0.128963470458984"
"144","20","487.5","0.256755828857422"
"144","20","488.5","0.0180377960205078"
"144","20","489.5","0.360488891601562"
"144","20","490.5","0.845819473266602"
"144","20","491.5","0.671062469482422"
"144","20","492.5","0.55232048034668"
"144","20","493.5","0.679483413696289"
"144","20","494.5","0.467945098876953"
"144","20","495.5","0.603736877441406"
"144","20","496.5","0.94111442565918"
"144","20","497.5","1.31423377990723"
"144","20","498.5","0.948829650878906"
"144","20","499.5","0.415615081787109"
"144","20","500.5","0.150920867919922"
"144","20","501.5","0.385833740234375"
"144","20","502.5","0.183237075805664"
"144","20","503.5","-0.155853271484375"
"144","20","504.5","-0.170446395874023"
"144","20","505.5","0.0758647918701172"
"144","20","506.5","0.658473968505859"
"144","20","507.5","0.263288497924805"
"144","20","508.5","0.492591857910156"
"144","20","509.5","0.782936096191406"
"144","20","510.5","0.390796661376953"
"144","20","511.5","0.0977325439453125"
"144","20","512.5","0.44148063659668"
"144","20","513.5","0.475404739379883"
"144","20","514.5","0.462865829467773"
"144","20","515.5","0.360305786132812"
"144","20","516.5","0.427909851074219"
"144","20","517.5","0.438362121582031"
"144","20","518.5","0.4287109375"
"144","20","519.5","0.37626838684082"
"144","20","520.5","0.526248931884766"
"144","20","521.5","0.110847473144531"
"144","20","522.5","0.88505744934082"
"144","20","523.5","1.02125930786133"
"144","20","524.5","1.10793685913086"
"144","20","525.5","0.782699584960938"
"144","20","526.5","0.337196350097656"
"144","20","527.5","0.308815002441406"
"144","20","528.5","0.216152191162109"
"144","20","529.5","0.437871932983398"
"144","20","530.5","0.804294586181641"
"144","20","531.5","0.732248306274414"
"144","20","532.5","0.737360000610352"
"144","20","533.5","0.603887557983398"
"144","20","534.5","0.0144882202148438"
"144","20","535.5","-0.299860000610352"
"144","20","536.5","0.092315673828125"
"144","20","537.5","0.415765762329102"
"144","20","538.5","0.488620758056641"
"144","20","539.5","0.432975769042969"
"144","20","540.5","0.63640022277832"
"144","20","541.5","0.735073089599609"
"144","20","542.5","0.69221305847168"
"144","20","543.5","0.374610900878906"
"144","20","544.5","0.359411239624023"
"144","20","545.5","0.238056182861328"
"144","20","546.5","0.409997940063477"
"144","20","547.5","0.243181228637695"
"144","20","548.5","0.114025115966797"
"144","20","549.5","0.164588928222656"
"144","20","550.5","0.237100601196289"
"144","20","551.5","0.427997589111328"
"144","20","552.5","0.525531768798828"
"144","20","553.5","0.565357208251953"
"144","20","554.5","0.561017990112305"
"144","20","555.5","0.355644226074219"
"144","20","556.5","0.695812225341797"
"144","20","557.5","0.456199645996094"
"144","20","558.5","0.223358154296875"
"144","20","559.5","0.0980052947998047"
"144","20","560.5","0.441656112670898"
"144","20","561.5","-0.311271667480469"
"144","20","562.5","-0.108678817749023"
"144","20","563.5","0.294673919677734"
"144","20","564.5","0.590986251831055"
"144","20","565.5","0.606468200683594"
"144","20","566.5","0.194744110107422"
"144","20","567.5","0.266628265380859"
