"lot","lat","time","prec"
"-65.75","44.25","60.5","3.17359318693866"
"-65.75","44.25","61.5","3.66801419955513"
"-65.75","44.25","62.5","0.927550901883109"
"-65.75","44.25","63.5","1.84517825015155"
"-65.75","44.25","64.5","1.07018920585795"
"-65.75","44.25","65.5","1.60078890324814"
"-65.75","44.25","66.5","1.38444330371087"
"-65.75","44.25","67.5","2.94309010122851"
"-65.75","44.25","68.5","0.827104390071398"
"-65.75","44.25","69.5","3.38386998450562"
"-65.75","44.25","70.5","3.57530255876932"
"-65.75","44.25","71.5","3.16255345288744"
"-65.75","44.25","72.5","3.28214650276522"
"-65.75","44.25","73.5","2.25995257884193"
"-65.75","44.25","74.5","2.98450550711908"
"-65.75","44.25","75.5","0.642022953063591"
"-65.75","44.25","76.5","4.04368826215995"
"-65.75","44.25","77.5","2.14699653010065"
"-65.75","44.25","78.5","1.64386866158051"
"-65.75","44.25","79.5","1.91991770744201"
"-65.75","44.25","80.5","3.46571393408945"
"-65.75","44.25","81.5","3.20712971697941"
"-65.75","44.25","82.5","3.14197926434844"
"-65.75","44.25","83.5","3.41358800252658"
"-65.75","44.25","84.5","3.68379598384792"
"-65.75","44.25","85.5","4.5325443943224"
"-65.75","44.25","86.5","3.68886762393814"
"-65.75","44.25","87.5","2.21841414896271"
"-65.75","44.25","88.5","3.93285909791081"
"-65.75","44.25","89.5","2.10444472587771"
"-65.75","44.25","90.5","4.63377997627526"
"-65.75","44.25","91.5","3.88680997918263"
"-65.75","44.25","92.5","4.37988669246266"
"-65.75","44.25","93.5","4.98881919665365"
"-65.75","44.25","94.5","4.76038291395281"
"-65.75","44.25","95.5","8.59151090072857"
"-65.75","44.25","96.5","4.08497167952316"
"-65.75","44.25","97.5","2.41348441859311"
"-65.75","44.25","98.5","3.97584081852199"
"-65.75","44.25","99.5","2.18721030633465"
"-65.75","44.25","100.5","2.5876839069677"
"-65.75","44.25","101.5","5.36730354677593"
"-65.75","44.25","102.5","0.45335055073128"
"-65.75","44.25","103.5","2.01803820756135"
"-65.75","44.25","104.5","1.40913488580487"
"-65.75","44.25","105.5","4.20479818887708"
"-65.75","44.25","106.5","6.23306970347568"
"-65.75","44.25","107.5","5.036728743266"
"-65.75","44.25","108.5","3.52252965454056"
"-65.75","44.25","109.5","2.93996433824248"
"-65.75","44.25","110.5","2.40499004133031"
"-65.75","44.25","111.5","4.63030745730262"
"-65.75","44.25","112.5","3.48607716986652"
"-65.75","44.25","113.5","1.87913439689777"
"-65.75","44.25","114.5","2.86412205195609"
"-65.75","44.25","115.5","2.40786517870225"
"-65.75","44.25","116.5","3.66250081751497"
"-65.75","44.25","117.5","2.16999286070455"
"-65.75","44.25","118.5","3.7824150649073"
"-65.75","44.25","119.5","6.09394540330686"
"-65.75","44.25","120.5","1.45499069474624"
"-65.75","44.25","121.5","3.43997578978502"
"-65.75","44.25","122.5","2.99693588907921"
"-65.75","44.25","123.5","3.3845558670842"
"-65.75","44.25","124.5","2.66508831180764"
"-65.75","44.25","125.5","2.76675895999013"
"-65.75","44.25","126.5","2.03919223009336"
"-65.75","44.25","127.5","5.86087350041976"
"-65.75","44.25","128.5","2.82776169222238"
"-65.75","44.25","129.5","3.49978261440668"
"-65.75","44.25","130.5","3.27664113158943"
"-65.75","44.25","131.5","5.77752121951463"
"-65.75","44.25","132.5","4.21323362906625"
"-65.75","44.25","133.5","4.10281607065821"
"-65.75","44.25","134.5","3.60445867187468"
"-65.75","44.25","135.5","2.12406504935123"
"-65.75","44.25","136.5","4.05851675359185"
"-65.75","44.25","137.5","0.950179972502291"
"-65.75","44.25","138.5","2.58259052310274"
"-65.75","44.25","139.5","5.2578633138219"
"-65.75","44.25","140.5","1.66808760267627"
"-65.75","44.25","141.5","1.58010218113813"
"-65.75","44.25","142.5","5.11757896419732"
"-65.75","44.25","143.5","3.83972021102488"
"-65.75","44.25","144.5","4.55238844979388"
"-65.75","44.25","145.5","3.94448324359183"
"-65.75","44.25","146.5","4.47483374587944"
"-65.75","44.25","147.5","3.19814019200415"
"-65.75","44.25","148.5","4.77370612582126"
"-65.75","44.25","149.5","3.32569813915637"
"-65.75","44.25","150.5","1.40886890603407"
"-65.75","44.25","151.5","1.7205301541169"
"-65.75","44.25","152.5","2.9868994204238"
"-65.75","44.25","153.5","4.26596075692714"
"-65.75","44.25","154.5","6.7149483727656"
"-65.75","44.25","155.5","5.1804344949191"
"-65.75","44.25","156.5","2.91072773502361"
"-65.75","44.25","157.5","4.84725463460765"
"-65.75","44.25","158.5","3.43234486926116"
"-65.75","44.25","159.5","3.8714665036122"
"-65.75","44.25","160.5","3.05374493381001"
"-65.75","44.25","161.5","5.65408867678178"
"-65.75","44.25","162.5","5.1827507791333"
"-65.75","44.25","163.5","3.28045659185136"
"-65.75","44.25","164.5","1.43591310733427"
"-65.75","44.25","165.5","2.38760188799503"
"-65.75","44.25","166.5","3.00844883633329"
"-65.75","44.25","167.5","5.71135720180507"
"-65.75","44.25","168.5","3.91012922391488"
"-65.75","44.25","169.5","5.74396294569914"
"-65.75","44.25","170.5","2.77220196086469"
"-65.75","44.25","171.5","3.26000218480829"
"-65.75","44.25","172.5","3.52753224860925"
"-65.75","44.25","173.5","2.2678875307424"
"-65.75","44.25","174.5","1.688076616646"
"-65.75","44.25","175.5","3.34732060651959"
"-65.75","44.25","176.5","4.46973425849876"
"-65.75","44.25","177.5","3.113200806278"
"-65.75","44.25","178.5","4.00276418928451"
"-65.75","44.25","179.5","2.95369171729224"
"-65.75","44.25","180.5","5.67242287505303"
"-65.75","44.25","181.5","2.73722347523605"
"-65.75","44.25","182.5","4.39345442642949"
"-65.75","44.25","183.5","1.98524191953602"
"-65.75","44.25","184.5","1.50339128827142"
"-65.75","44.25","185.5","1.76974203839514"
"-65.75","44.25","186.5","2.41188510674067"
"-65.75","44.25","187.5","1.68961889877347"
"-65.75","44.25","188.5","3.85584684395562"
"-65.75","44.25","189.5","4.6489922262578"
"-65.75","44.25","190.5","5.81598099791975"
"-65.75","44.25","191.5","5.75123795496282"
"-65.75","44.25","192.5","5.93856972960486"
"-65.75","44.25","193.5","4.02016187936309"
"-65.75","44.25","194.5","2.6175390633574"
"-65.75","44.25","195.5","2.64653648505414"
"-65.75","44.25","196.5","4.52962157323392"
"-65.75","44.25","197.5","2.12975810363528"
"-65.75","44.25","198.5","2.92765373777827"
"-65.75","44.25","199.5","1.87719901021121"
"-65.75","44.25","200.5","3.79935918747424"
"-65.75","44.25","201.5","5.21446693561177"
"-65.75","44.25","202.5","2.37454932890161"
"-65.75","44.25","203.5","6.16816720617066"
"-65.75","44.25","204.5","5.33707283343483"
"-65.75","44.25","205.5","2.75622619921306"
"-65.75","44.25","206.5","3.81417318305631"
"-65.75","44.25","207.5","3.33856167999747"
"-65.75","44.25","208.5","1.77179205673623"
"-65.75","44.25","209.5","3.6362511222996"
"-65.75","44.25","210.5","4.8661164055186"
"-65.75","44.25","211.5","2.60171093049215"
"-65.75","44.25","212.5","5.38648727814089"
"-65.75","44.25","213.5","5.38851326388885"
"-65.75","44.25","214.5","3.42863774640318"
"-65.75","44.25","215.5","6.56149149181681"
"-65.75","44.25","216.5","7.22173320087393"
"-65.75","44.25","217.5","0.957959856956599"
"-65.75","44.25","218.5","2.82027897268949"
"-65.75","44.25","219.5","3.59159284221519"
"-65.75","44.25","220.5","1.46431581771844"
"-65.75","44.25","221.5","3.00128330888276"
"-65.75","44.25","222.5","1.05719796802398"
"-65.75","44.25","223.5","1.72721941660672"
"-65.75","44.25","224.5","2.83003811284956"
"-65.75","44.25","225.5","3.49284062821926"
"-65.75","44.25","226.5","1.66643164256858"
"-65.75","44.25","227.5","4.01739851262269"
"-65.75","44.25","228.5","8.16124279739324"
"-65.75","44.25","229.5","5.09200866657508"
"-65.75","44.25","230.5","4.38834273201738"
"-65.75","44.25","231.5","3.87792593058833"
"-65.75","44.25","232.5","4.75145804809716"
"-65.75","44.25","233.5","2.57487796805617"
"-65.75","44.25","234.5","2.92714085172327"
"-65.75","44.25","235.5","5.05249870199708"
"-65.75","44.25","236.5","3.59377408614418"
"-65.75","44.25","237.5","4.17475973628103"
"-65.75","44.25","238.5","5.49276627142379"
"-65.75","44.25","239.5","3.72106710256736"
"-65.75","44.25","240.5","2.47265704978491"
"-65.75","44.25","241.5","1.7331335326006"
"-65.75","44.25","242.5","4.83561332278867"
"-65.75","44.25","243.5","3.30356793557954"
"-65.75","44.25","244.5","1.25725051845983"
"-65.75","44.25","245.5","3.44913182629841"
"-65.75","44.25","246.5","3.06093659193719"
"-65.75","44.25","247.5","0.990245357010444"
"-65.75","44.25","248.5","3.04054970503672"
"-65.75","44.25","249.5","3.55171361493638"
"-65.75","44.25","250.5","5.81572999083593"
"-65.75","44.25","251.5","5.25910766808849"
"-65.75","44.25","252.5","5.19149101363854"
"-65.75","44.25","253.5","2.62489818669704"
"-65.75","44.25","254.5","2.78309463833413"
"-65.75","44.25","255.5","2.7319172312605"
"-65.75","44.25","256.5","3.14381298935135"
"-65.75","44.25","257.5","3.60433812743929"
"-65.75","44.25","258.5","4.36298147980841"
"-65.75","44.25","259.5","2.18904841823948"
"-65.75","44.25","260.5","3.12704758535396"
"-65.75","44.25","261.5","4.23833967802435"
"-65.75","44.25","262.5","4.94086616249183"
"-65.75","44.25","263.5","6.3957409858069"
"-65.75","44.25","264.5","6.41913385419747"
"-65.75","44.25","265.5","2.84489445157192"
"-65.75","44.25","266.5","2.90583195247996"
"-65.75","44.25","267.5","4.13462377987241"
"-65.75","44.25","268.5","0.871929181693929"
"-65.75","44.25","269.5","4.41725623037303"
"-65.75","44.25","270.5","2.27959674417372"
"-65.75","44.25","271.5","2.86387714838799"
"-65.75","44.25","272.5","2.57324718495082"
"-65.75","44.25","273.5","1.41002189829978"
"-65.75","44.25","274.5","4.02563597002083"
"-65.75","44.25","275.5","2.65273422379396"
"-65.75","44.25","276.5","2.88808826935423"
"-65.75","44.25","277.5","3.31573758297768"
"-65.75","44.25","278.5","4.39747168417978"
"-65.75","44.25","279.5","4.4712074946047"
"-65.75","44.25","280.5","4.78343894456981"
"-65.75","44.25","281.5","1.33526899420126"
"-65.75","44.25","282.5","3.09174065428586"
"-65.75","44.25","283.5","3.71399350932231"
"-65.75","44.25","284.5","1.32366983478769"
"-65.75","44.25","285.5","2.29147380428722"
"-65.75","44.25","286.5","5.06193702611233"
"-65.75","44.25","287.5","4.80555427082709"
"-65.75","44.25","288.5","4.4101864518253"
"-65.75","44.25","289.5","5.8662991444215"
"-65.75","44.25","290.5","4.47169539439224"
"-65.75","44.25","291.5","4.71754653330962"
"-65.75","44.25","292.5","4.47978255271587"
"-65.75","44.25","293.5","4.58448340571647"
"-65.75","44.25","294.5","2.62958034619064"
"-65.75","44.25","295.5","3.0877130968528"
"-65.75","44.25","296.5","2.38180488320894"
"-65.75","44.25","297.5","1.66425650215531"
"-65.75","44.25","298.5","1.33411008915469"
"-65.75","44.25","299.5","3.9974537491419"
"-65.75","44.25","300.5","2.69318298538302"
"-65.75","44.25","301.5","3.26121831031469"
"-65.75","44.25","302.5","3.13545460604809"
"-65.75","44.25","303.5","2.1255037624464"
"-65.75","44.25","304.5","4.186288514529"
"-65.75","44.25","305.5","5.78543328323116"
"-65.75","44.25","306.5","1.50944635733137"
"-65.75","44.25","307.5","5.66932534082719"
"-65.75","44.25","308.5","0.875912297903184"
"-65.75","44.25","309.5","2.39123939262687"
"-65.75","44.25","310.5","5.01785629120255"
"-65.75","44.25","311.5","3.04513993032485"
"-65.75","44.25","312.5","4.87701957340568"
"-65.75","44.25","313.5","3.00429691976751"
"-65.75","44.25","314.5","4.61814963546618"
"-65.75","44.25","315.5","3.28082890631003"
"-65.75","44.25","316.5","2.34801829975871"
"-65.75","44.25","317.5","3.62049070031182"
"-65.75","44.25","318.5","4.79607932561754"
"-65.75","44.25","319.5","3.72846837831241"
"-65.75","44.25","320.5","3.78680883328332"
"-65.75","44.25","321.5","2.53389839133469"
"-65.75","44.25","322.5","4.002893126054"
"-65.75","44.25","323.5","3.54608693638573"
"-65.75","44.25","324.5","4.69626548135676"
"-65.75","44.25","325.5","1.37153293746014"
"-65.75","44.25","326.5","2.52854045821041"
"-65.75","44.25","327.5","1.72688200662854"
"-65.75","44.25","328.5","2.81331123729514"
"-65.75","44.25","329.5","3.25659108246253"
